學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),學費收費基準,雜費收費基準,備註
108,公立,一般大學,0052,國立屏東大學,04111038,會計學系,學士班(日間),15870,6924,
108,公立,一般大學,0052,國立屏東大學,04199047,不動產經營學系,學士班(日間),15870,6924,
108,公立,一般大學,0052,國立屏東大學,01111003,教育心理與輔導學系,學士班(日間),15430,6390,
108,公立,一般大學,0052,國立屏東大學,04141044,國際貿易學系,學士班(日間),15870,6924,
108,公立,一般大學,0052,國立屏東大學,06131057,資訊管理學系,學士班(日間),15970,9424,
108,公立,一般大學,0052,國立屏東大學,06199062,電腦與通訊學系,學士班(日間),15970,9424,
108,公立,一般大學,0052,國立屏東大學,04131039,企業管理學系,學士班(日間),15870,6924,
108,公立,一般大學,0052,國立屏東大學,07141060,資訊工程學系,學士班(日間),15970,9424,
108,公立,一般大學,0052,國立屏東大學,05411055,應用數學系,學士班(日間),15570,9750,
108,公立,技專校院,0053,國立高雄科技大學,02121006,文化創意產業系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,02123015,工業設計系,學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,02311002,應用英語系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,02311002,應用英語系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,02311003,應用德語系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,02311008,應用日語系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,02311008,應用日語系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,04111020,會計資訊系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,04121034,金融資訊系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,04121040,財務管理系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,04121040,財務管理系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,04121104,金融系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,04122043,財政稅務系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,04123054,風險管理與保險系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,04131101,企業管理系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,04132004,供應鏈管理系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,04132059,行銷與流通管理系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,04132107,運籌管理系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,04141023,國際企業系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,04199048,人力資源發展系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,05121010,海洋生物技術系,學士班(日間),16026,10037,
108,公立,技專校院,0053,國立高雄科技大學,06131066,海事資訊科技系,學士班(日間),16026,10251,
108,公立,技專校院,0053,國立高雄科技大學,06131067,資訊工程系,學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,06131080,商務資訊應用系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,06131100,資訊管理系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,06131100,資訊管理系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,06132005,智慧商務系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,07111085,化學工程與材料工程系,學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,07121030,海洋環境工程系,學士班(日間),16026,10037,
108,公立,技專校院,0053,國立高雄科技大學,07121086,環境與安全衛生工程系,學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,07121086,環境與安全衛生工程系,學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,07141021,電訊工程系,學士班(日間),16026,10251,
108,公立,技專校院,0053,國立高雄科技大學,07141075,電腦與通訊工程系,學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,07141081,半導體工程系,學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,07141103,電子工程系(建工校區),學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,07141103,電子工程系(第一校區),學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,07141105,電機工程系,學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,07151026,輪機工程系,學士班(日間),16026,10251,
108,公立,技專校院,0053,國立高雄科技大學,07151026,輪機工程系,學士班(日間),16026,10251,
108,公立,技專校院,0053,國立高雄科技大學,07151026,輪機工程科,五專,7607 - 10572,7774 - 9275,
108,公立,技專校院,0053,國立高雄科技大學,07151071,機電工程系,學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,07151071,機電工程系,學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,07151072,機械工程系,學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,07151074,模具工程系,學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,07151074,模具工程系,學士班(日間),10626,10253,
108,公立,技專校院,0053,國立高雄科技大學,07151074,模具工程科,五專,7607 - 10572,7774 - 9275,
108,公立,技專校院,0053,國立高雄科技大學,07163029,造船及海洋工程系,學士班(日間),16026,10251,
108,公立,技專校院,0053,國立高雄科技大學,07191091,工業工程與管理系,學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,07191091,工業工程與管理系,學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,07211039,水產食品科學系,學士班(日間),16026,10037,
108,公立,技專校院,0053,國立高雄科技大學,07321077,土木工程系,學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,07321077,土木工程科,五專,7607 - 10572,7774 - 9275,
108,公立,技專校院,0053,國立高雄科技大學,07321082,營建工程系,學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,07321082,營建工程系,學士班(日間),16026,10253,
108,公立,技專校院,0053,國立高雄科技大學,08311045,漁業生產與管理系,學士班(日間),16026,10037,
108,公立,技專校院,0053,國立高雄科技大學,08311045,漁業生產與管理科,五專,7607 - 10572,7774 - 9275,
108,公立,技專校院,0053,國立高雄科技大學,08312047,水產養殖系,學士班(日間),16026,10037,
108,公立,技專校院,0053,國立高雄科技大學,10151055,海洋休閒管理系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,10151096,觀光管理系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,10412060,航運管理系,學士班(日間),15883,6931,
108,公立,技專校院,0053,國立高雄科技大學,10414061,航海科,五專,7607 - 10752,7774 - 9275,
108,公立,技專校院,0053,國立高雄科技大學,10414061,航運技術系,學士班(日間),16026,10251,
108,公立,技專校院,0053,國立高雄科技大學,10414061,航運技術系,學士班(日間),16026,10251,
108,公立,技專校院,0144,國立臺灣戲曲學院,02151001,戲曲音樂學系,學士班(日間),11360,11790,
108,公立,技專校院,0144,國立臺灣戲曲學院,02152004,歌仔戲學系,學士班(日間),11360,11790,
108,公立,技專校院,0144,國立臺灣戲曲學院,02152005,京劇學系,學士班(日間),11360,11790,
108,公立,技專校院,0144,國立臺灣戲曲學院,02152006,客家戲學系,學士班(日間),11360,11790,
108,公立,技專校院,0144,國立臺灣戲曲學院,02152007,劇場藝術學系,學士班(日間),11360,11790,
108,公立,技專校院,0144,國立臺灣戲曲學院,02152009,民俗技藝學系,學士班(日間),11360,11790,
108,公立,技專校院,0221,國立臺南護理專科學校,09131001,護理科,五專,7297 - 10090,6866 - 8434,
108,公立,技專校院,0221,國立臺南護理專科學校,09211003,老人服務事業科,五專,7297 - 10090,6866 - 8434,
108,公立,技專校院,0221,國立臺南護理專科學校,10121004,化妝品應用科,二專(日間),10090,8434,
108,公立,技專校院,0221,國立臺南護理專科學校,10121004,化妝品應用科,五專,7297 - 10090,6866 - 8434,
108,公立,技專校院,0222,國立臺東專科學校,02122017,創意商品設計科,五專,8430 - 13306,6951 - 9693,五專前三年學費8430元雜費6951元；五專後二年學費13306元雜費9693元
108,公立,技專校院,0222,國立臺東專科學校,04131015,行銷與流通管理科,二專(日間),10324,9256,
108,公立,技專校院,0222,國立臺東專科學校,06131003,資訊管理科,二專(日間),10324,9256,
108,公立,技專校院,0222,國立臺東專科學校,07141004,電機工程科,二專(日間),10324,12056,
108,公立,技專校院,0222,國立臺東專科學校,07161005,動力機械科,二專(日間),10324,12056,
108,公立,技專校院,0222,國立臺東專科學校,07211012,食品科技科,五專,8430 - 11811,6951 - 8604,五專前三年學費8430元雜費6951元；五專後二年學費11811元雜費8604元
108,公立,技專校院,0222,國立臺東專科學校,07311007,建築科,二專(日間),10324,12056,
108,公立,技專校院,0222,國立臺東專科學校,08121011,園藝暨景觀科,二專(日間),9697,11023,
108,公立,技專校院,0222,國立臺東專科學校,08121011,園藝暨景觀科,五專,8430 - 9697,6951 - 11023,五專前三年學費8430元雜費6951元；五專後二年學費9697元雜費11023元
108,公立,技專校院,0222,國立臺東專科學校,10131014,餐旅管理科,二專(日間),11275,9693,
108,公立,技專校院,0222,國立臺東專科學校,10131014,餐旅管理科,五專,8430 - 11275,6951 - 9693,五專前三年學費8430元雜費6951元；五專後二年學費11275元雜費9693元
108,私立,一般大學,1001,東海大學,02221009,歷史學系,學士班(日間),40125,8092,
108,私立,一般大學,1001,東海大學,05421035,統計學系,學士班(日間),40125,8826,
108,私立,一般大學,1001,東海大學,04111018,會計學系,學士班(日間),40125,8826,
108,私立,一般大學,1001,東海大學,05331032,應用物理學系,學士班(日間),41970,13850,
108,私立,一般大學,1001,東海大學,07191044,工業工程與經營資訊學系,學士班(日間),41970,14319,
108,私立,一般大學,1001,東海大學,05411034,應用數學系,學士班(日間),41970,13850,
108,私立,一般大學,1001,東海大學,02131002,美術學系,學士班(日間),41970,14319,
108,私立,一般大學,1001,東海大學,05211056,永續科學與工程學士學位學程,學士班(日間),62950,13850,
108,私立,一般大學,1001,東海大學,04131019,企業管理學系,學士班(日間),40125,8826,
108,私立,一般大學,1001,東海大學,10131054,餐旅管理學系,學士班(日間),41970,13850,
108,私立,一般大學,1001,東海大學,05111028,生命科學系,學士班(日間),41970,13850,
108,私立,一般大學,1001,東海大學,07141039,資訊工程學系,學士班(日間),41970,13850,
108,私立,一般大學,1001,東海大學,04134016,行政管理暨政策學系,學士班(日間),40125,8092,
108,私立,一般大學,1001,東海大學,07111042,化學工程與材料工程學系,學士班(日間),41970,14319,
108,私立,一般大學,1001,東海大學,03111012,經濟學系,學士班(日間),40125,8092,
108,私立,一般大學,1001,東海大學,03141014,社會學系,學士班(日間),40125,8092,
108,私立,一般大學,1001,東海大學,04141023,國際經營與貿易學系,學士班(日間),40125,8826,
108,私立,一般大學,1001,東海大學,08112051,畜產與生物科技學系,學士班(日間),41970,13850,
108,私立,一般大學,1001,東海大學,02123011,工業設計學系,學士班(日間),41970,14319,
