學年度,設立別,學校類別,學校統計處代碼,學校名稱,教師類別,編制外專任教師支給數額情形-教授-平均支給數額,編制外專任教師支給數額情形-教授-與公立學校支給數額相較之比率(%),編制外專任教師支給數額情形-副教授-平均支給數額,編制外專任教師支給數額情形-副教授-與公立學校支給數額相較之比率(%),編制外專任教師支給數額情形-助理教授-平均支給數額,編制外專任教師支給數額情形-助理教授-與公立學校支給數額相較之比率(%),編制外專任教師支給數額情形-講師-平均支給數額,編制外專任教師支給數額情形-講師-與公立學校支給數額相較之比率(%)
109,私立,技專校院,1034,弘光科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,一般大學,1035,中國醫藥大學,專案教學人員,無,無,無,無,"89,170",100,無,無
109,私立,一般大學,1035,中國醫藥大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1036,健行學校財團法人健行科技大學,專案教學人員,"100,165",100,"82,730",100,"70,681",99.86,"59,049",100
109,私立,技專校院,1036,健行學校財團法人健行科技大學,專業技術人員,"100,165",100,"82,730",100,"69,790",98.60,"59,850",100
109,私立,技專校院,1036,健行學校財團法人健行科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1037,正修學校財團法人正修科技大學,專案教學人員,無,無,"89,120",100,"68,886",97.32,"57,238",98.46
109,私立,技專校院,1037,正修學校財團法人正修科技大學,專業技術人員,無,無,無,無,"72,266",100,無,無
109,私立,技專校院,1037,正修學校財團法人正修科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,專案教學人員,無,無,無,無,"73,025",100,"57,366",98.68
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,專業技術人員,無,無,"81,820",100,"61,583",87.01,"56,801",97.71
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,一般大學,1039,玄奘大學,專案教學人員,"111,645",100,"80,670",100,"72,536",100,"61,565",100
109,私立,一般大學,1039,玄奘大學,專業技術人員,無,無,"81,700",100,"72,609",100,"61,220",100
109,私立,技專校院,1040,建國科技大學,專案教學人員,無,無,無,無,"71,401",100,"57,195",98.38
109,私立,技專校院,1040,建國科技大學,專業技術人員,無,無,"79,760",98.87,"70,030",98.94,無,無
109,私立,技專校院,1040,建國科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1041,明志科技大學,專案教學人員,無,無,無,無,"71,810",100,"58,135",100
109,私立,技專校院,1041,明志科技大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1041,明志科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1042,高苑科技大學,專案教學人員,無,無,無,無,無,無,"56,580",97.33
109,私立,技專校院,1042,高苑科技大學,專業技術人員,無,無,無,無,"69,255",97.85,無,無
109,私立,技專校院,1042,高苑科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1043,大仁科技大學,專案教學人員,無,無,"78,680",97.53,"69,818",98.64,"56,890",97.86
109,私立,技專校院,1043,大仁科技大學,專業技術人員,無,無,"75,575",93.68,"69,435",98.10,"56,580",97.33
109,私立,技專校院,1043,大仁科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1044,聖約翰科技大學,專案教學人員,無,無,無,無,"51,645",72.97,"30,000",51.60
109,私立,技專校院,1044,聖約翰科技大學,專業技術人員,無,無,無,無,"75,025",100,無,無
109,私立,技專校院,1044,聖約翰科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1045,嶺東科技大學,專案教學人員,無,無,"80,670",100,"71,638",100,"58,135",100
109,私立,技專校院,1045,嶺東科技大學,專業技術人員,無,無,"80,670",100,"70,780",100,無,無
109,私立,技專校院,1045,嶺東科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1046,中國科技大學,專案教學人員,無,無,"82,780",100,"77,312",100,"57,355",98.66
109,私立,技專校院,1046,中國科技大學,專業技術人員,無,無,無,無,"70,292",99.31,無,無
109,私立,技專校院,1046,中國科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1047,中臺科技大學,專案教學人員,無,無,無,無,"72,545",100,"58,341",100
109,私立,技專校院,1047,中臺科技大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1047,中臺科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,一般大學,1048,亞洲大學,專案教學人員,"115,432",100,"66,365",82.27,"74,947",100,"55,780",95.95
109,私立,一般大學,1048,亞洲大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,一般大學,1049,開南大學,專案教學人員,"100,165",100,"80,670",100,"71,810",100,"58,135",100
109,私立,一般大學,1049,開南大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,一般大學,1050,佛光大學,專案教學人員,無,無,無,無,無,無,"50,522",86.90
109,私立,一般大學,1050,佛光大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,專案教學人員,無,無,無,無,"72,365",100,"61,107",100
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,專業技術人員,無,無,"80,059",99.24,"71,190",100,"58,535",100
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1052,遠東科技大學,專案教學人員,無,無,無,無,"71,810",100,"58,135",100
109,私立,技專校院,1052,遠東科技大學,專業技術人員,無,無,無,無,"72,840",100,"58,135",100
109,私立,技專校院,1052,遠東科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,專案教學人員,無,無,無,無,"71,424",100,"57,355",98.66
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,專業技術人員,無,無,"79,690",98.79,"70,910",100,"57,355",98.66
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1054,景文科技大學,專案教學人員,無,無,無,無,無,無,"60,190",100
109,私立,技專校院,1054,景文科技大學,專業技術人員,無,無,無,無,"71,604",100,無,無
109,私立,技專校院,1054,景文科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1055,中華醫事科技大學,專案教學人員,無,無,無,無,"70,030",98.94,"56,595",97.35
109,私立,技專校院,1055,中華醫事科技大學,專業技術人員,無,無,無,無,"69,000",97.49,"56,595",97.35
109,私立,技專校院,1055,中華醫事科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1056,東南科技大學,專案教學人員,無,無,無,無,"74,488",100,"58,858",100
109,私立,技專校院,1056,東南科技大學,專業技術人員,無,無,無,無,"71,401",100,"58,310",100
109,私立,技專校院,1056,東南科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1057,德明財經科技大學,專案教學人員,無,無,無,無,"72,669",100,"60,514",100
109,私立,技專校院,1057,德明財經科技大學,專業技術人員,無,無,無,無,"71,810",100,無,無
109,私立,技專校院,1057,德明財經科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,一般大學,1058,明道學校財團法人明道大學,專案教學人員,"111,380",100,"79,690",98.79,"71,670",100,"57,355",98.66
109,私立,一般大學,1058,明道學校財團法人明道大學,專業技術人員,無,無,"77,635",96.24,"70,321",99.35,"60,440",100
109,私立,技專校院,1060,南開科技大學,專案教學人員,無,無,無,無,"72,088",100,"57,625",99.12
109,私立,技專校院,1060,南開科技大學,專業技術人員,無,無,無,無,"72,085",100,無,無
109,私立,技專校院,1060,南開科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1061,中華學校財團法人中華科技大學,專案教學人員,無,無,無,無,"70,030",98.94,"56,595",97.35
109,私立,技專校院,1061,中華學校財團法人中華科技大學,專業技術人員,無,無,無,無,"75,288",100,"56,595",97.35
109,私立,技專校院,1061,中華學校財團法人中華科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1062,僑光科技大學,專案教學人員,"100,165",100,無,無,"71,295",100,"62,594",100
109,私立,技專校院,1062,僑光科技大學,專業技術人員,無,無,"81,700",100,"70,780",100,"58,135",100
109,私立,技專校院,1062,僑光科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,專案教學人員,無,無,"81,700",100,"73,456",100,"59,311",100
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,專業技術人員,無,無,"81,700",100,"71,467",100,無,無
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1064,美和學校財團法人美和科技大學,專案教學人員,無,無,無,無,"71,810",100,"59,420",100
109,私立,技專校院,1064,美和學校財團法人美和科技大學,專業技術人員,無,無,無,無,"71,810",100,無,無
109,私立,技專校院,1064,美和學校財團法人美和科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1065,吳鳳科技大學,專案教學人員,無,無,無,無,"70,030",98.94,"56,709",97.55
109,私立,技專校院,1065,吳鳳科技大學,專業技術人員,無,無,"87,305",100,"69,000",97.49,"56,595",97.35
109,私立,技專校院,1065,吳鳳科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1066,環球學校財團法人環球科技大學,專案教學人員,無,無,無,無,"58,529",82.69,無,無
109,私立,技專校院,1066,環球學校財團法人環球科技大學,專業技術人員,無,無,無,無,"54,058",76.37,"45,000",77.41
109,私立,技專校院,1066,環球學校財團法人環球科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,專案教學人員,無,無,無,無,"68,190",96.34,"55,055",94.70
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,專業技術人員,無,無,無,無,"67,543",95.43,"55,055",94.70
109,私立,技專校院,1068,中州學校財團法人中州科技大學,專案教學人員,無,無,無,無,"69,000",97.49,"56,595",97.35
109,私立,技專校院,1068,中州學校財團法人中州科技大學,專業技術人員,無,無,無,無,"69,000",97.49,無,無
109,私立,技專校院,1068,中州學校財團法人中州科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1069,修平學校財團法人修平科技大學,專案教學人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1069,修平學校財團法人修平科技大學,專業技術人員,無,無,無,無,無,無,"60,190",100
109,私立,技專校院,1069,修平學校財團法人修平科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,專案教學人員,"116,825",100,無,無,"73,296",100,"63,967",100
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,專案教學人員,無,無,無,無,"72,724",100,"59,638",100
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,專業技術人員,"100,165",100,無,無,"71,628",100,"58,650",100
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,專案教學人員,"49,509",49.43,"43,686",54.15,"41,501",58.63,"32,595",56.07
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,專業技術人員,無,無,無,無,"38,416",54.28,無,無
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,專案教學人員,無,無,無,無,"71,058",100,"58,310",100
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,專業技術人員,"93,610",93.46,"78,730",97.60,"70,258",99.26,"58,650",100
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,專案教學人員,"116,825",100,"80,670",100,"76,027",100,"61,222",100
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,專案教學人員,無,無,無,無,"72,840",100,"60,190",100
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,專業技術人員,無,無,無,無,"72,840",100,無,無
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,專案教學人員,無,無,無,無,"75,035",100,"61,311",100
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1078,致理學校財團法人致理科技大學,專案教學人員,無,無,無,無,"76,382",100,"59,575",100
109,私立,技專校院,1078,致理學校財團法人致理科技大學,專業技術人員,無,無,無,無,"76,268",100,"59,165",100
109,私立,技專校院,1078,致理學校財團法人致理科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,一般大學,1079,康寧學校財團法人康寧大學,專案教學人員,"103,738",100,"89,380",100,"72,220",100,"57,779",99.39
109,私立,一般大學,1079,康寧學校財團法人康寧大學,專業技術人員,無,無,無,無,"72,451",100,無,無
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,專案教學人員,無,無,無,無,"70,030",98.94,"56,595",97.35
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,專業技術人員,無,無,無,無,"69,000",97.49,"56,595",97.35
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1081,東方學校財團法人東方設計大學,專案教學人員,無,無,無,無,無,無,"56,595",97.35
109,私立,技專校院,1081,東方學校財團法人東方設計大學,專業技術人員,無,無,無,無,"69,000",97.49,"56,595",97.35
109,私立,技專校院,1081,東方學校財團法人東方設計大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,專案教學人員,無,無,無,無,"66,937",94.57,"54,652",94.01
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,專業技術人員,"86,950",86.81,"73,754",91.43,"65,908",93.12,"52,023",89.49
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,專案教學人員,無,無,"74,040",91.78,"68,542",96.84,"51,842",89.17
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,專業技術人員,無,無,"67,980",84.27,"61,560",86.97,"57,295",98.56
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,專業技術教師,無,無,無,無,無,無,無,無
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,專案教學人員,"105,145",100,"80,670",100,"56,154",79.34,"44,437",76.44
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,專業技術人員,無,無,"60,130",74.54,"53,638",75.78,"60,190",100
109,私立,技專校院,1148,大漢技術學院,專案教學人員,無,無,"69,095",85.65,"67,320",95.11,"55,155",94.87
109,私立,技專校院,1148,大漢技術學院,專業技術人員,無,無,無,無,無,無,"44,840",77.13
109,私立,技專校院,1148,大漢技術學院,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1159,和春技術學院,專案教學人員,無,無,"73,360",90.94,"76,829",100,"59,996",100
109,私立,技專校院,1159,和春技術學院,專業技術人員,"84,043",83.90,"60,141",74.55,"60,757",85.84,"49,869",85.78
109,私立,技專校院,1159,和春技術學院,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1166,亞東技術學院,專案教學人員,無,無,無,無,"77,881",100,無,無
109,私立,技專校院,1166,亞東技術學院,專業技術人員,無,無,無,無,"74,895",100,無,無
109,私立,技專校院,1166,亞東技術學院,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,專案教學人員,無,無,無,無,"69,000",97.49,"56,595",97.35
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,專業技術人員,"93,610",93.46,無,無,"69,000",97.49,"56,595",97.35
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,專業技術教師,無,無,無,無,無,無,無,無
109,私立,一般大學,1176,稻江科技暨管理學院,專案教學人員,無,無,無,無,無,無,無,無
109,私立,一般大學,1176,稻江科技暨管理學院,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1182,蘭陽技術學院,專案教學人員,無,無,無,無,無,無,"56,595",97.35
109,私立,技專校院,1182,蘭陽技術學院,專業技術人員,無,無,"76,675",95.05,"69,000",97.49,"56,595",97.35
109,私立,技專校院,1182,蘭陽技術學院,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1183,黎明技術學院,專案教學人員,無,無,"83,120",100,"70,910",100,"59,130",100
109,私立,技專校院,1183,黎明技術學院,專業技術人員,無,無,"81,235",100,"70,757",99.97,"59,410",100
109,私立,技專校院,1183,黎明技術學院,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1185,經國管理暨健康學院,專案教學人員,"131,380",100,無,無,"71,791",100,"61,470",100
109,私立,技專校院,1185,經國管理暨健康學院,專業技術人員,無,無,無,無,"72,965",100,"62,500",100
109,私立,技專校院,1185,經國管理暨健康學院,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1188,大同技術學院,專案教學人員,無,無,無,無,無,無,"35,554",61.16
109,私立,技專校院,1188,大同技術學院,專業技術人員,無,無,無,無,"42,192",59.61,"35,554",61.16
109,私立,技專校院,1188,大同技術學院,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1192,臺灣觀光學院,專案教學人員,無,無,無,無,"63,388",89.56,"57,640",99.15
109,私立,技專校院,1192,臺灣觀光學院,專業技術人員,無,無,無,無,"32,385",45.75,"27,240",46.86
109,私立,技專校院,1192,臺灣觀光學院,專業技術教師,無,無,無,無,無,無,無,無
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,專案教學人員,無,無,"91,219",100,"80,042",100,"80,430",100
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,專業技術人員,無,無,無,無,無,無,無,無
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,專案教學人員,無,無,"109,535",100,"71,810",100,無,無
109,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,專案教學人員,無,無,無,無,無,無,"58,135",100
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,專業技術教師,無,無,無,無,無,無,"58,135",100
109,私立,技專校院,1283,仁德醫護管理專科學校,專案教學人員,無,無,無,無,"71,810",100,"58,135",100
109,私立,技專校院,1283,仁德醫護管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1283,仁德醫護管理專科學校,專業技術教師,無,無,無,無,無,無,"58,135",100
109,私立,技專校院,1284,樹人醫護管理專科學校,專案教學人員,無,無,無,無,"70,738",99.94,"55,921",96.19
109,私立,技專校院,1284,樹人醫護管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1284,樹人醫護管理專科學校,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1285,慈惠醫護管理專科學校,專案教學人員,無,無,無,無,無,無,"57,355",98.66
109,私立,技專校院,1285,慈惠醫護管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1285,慈惠醫護管理專科學校,專業技術教師,無,無,無,無,無,無,"57,355",98.66
109,私立,技專校院,1286,耕莘健康管理專科學校,專案教學人員,無,無,無,無,"71,810",100,"58,341",100
109,私立,技專校院,1286,耕莘健康管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1286,耕莘健康管理專科學校,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1287,敏惠醫護管理專科學校,專案教學人員,無,無,無,無,無,無,"55,575",95.60
109,私立,技專校院,1287,敏惠醫護管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1287,敏惠醫護管理專科學校,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1289,育英醫護管理專科學校,專案教學人員,無,無,無,無,"56,273",79.50,"45,161",77.68
109,私立,技專校院,1289,育英醫護管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1289,育英醫護管理專科學校,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1291,聖母醫護管理專科學校,專案教學人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1291,聖母醫護管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1291,聖母醫護管理專科學校,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1292,新生醫護管理專科學校,專案教學人員,無,無,無,無,"69,773",98.58,"50,873",87.51
109,私立,技專校院,1292,新生醫護管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1292,新生醫護管理專科學校,專業技術教師,無,無,無,無,無,無,無,無
109,私立,技專校院,1293,崇仁醫護管理專科學校,專案教學人員,無,無,無,無,"69,180",97.74,"49,934",85.89
109,私立,技專校院,1293,崇仁醫護管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
109,私立,技專校院,1293,崇仁醫護管理專科學校,專業技術教師,無,無,無,無,無,無,"49,934",85.89
109,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,專案教學人員,無,無,無,無,無,無,無,無
109,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,專業技術人員,無,無,無,無,無,無,無,無
109,私立,宗教研修學院,1R03,臺北基督學院,專案教學人員,"103,215",100,無,無,"68,753",97.14,無,無
109,私立,宗教研修學院,1R03,臺北基督學院,專業技術人員,無,無,無,無,無,無,無,無
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,專案教學人員,無,無,無,無,無,無,無,無
109,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,專業技術人員,"96,095",95.94,無,無,"70,910",100,無,無
109,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,專案教學人員,無,無,無,無,無,無,無,無
109,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,專業技術人員,無,無,無,無,無,無,無,無
109,私立,宗教研修學院,1R06,一貫道崇德學院,專案教學人員,無,無,無,無,無,無,無,無
109,私立,宗教研修學院,1R06,一貫道崇德學院,專業技術人員,無,無,無,無,無,無,無,無
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,專案教學人員,無,無,無,無,無,無,無,無
109,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,專業技術人員,無,無,無,無,無,無,無,無
109,公立,一般大學,3002,臺北市立大學,專案教學人員,無,無,無,無,"75,582",100,無,無
109,公立,一般大學,3002,臺北市立大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0001,國立政治大學,專案教學人員,"118,021",100,無,無,"76,211",100,"66,420",100
110,公立,一般大學,0001,國立政治大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0002,國立清華大學,專案教學人員,"114,722",100,"91,648",100,"91,023",100,"70,911",100
110,公立,一般大學,0002,國立清華大學,專業技術人員,"116,825",100,無,無,無,無,無,無
110,公立,一般大學,0003,國立臺灣大學,專案教學人員,"116,825",100,"91,372",100,"80,767",100,"63,408",100
110,公立,一般大學,0003,國立臺灣大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0004,國立臺灣師範大學,專案教學人員,無,無,無,無,"75,170",100,"64,979",100
110,公立,一般大學,0004,國立臺灣師範大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0005,國立成功大學,專案教學人員,"160,000",100,"108,938",100,"82,351",100,"66,102",100
110,公立,一般大學,0005,國立成功大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0006,國立中興大學,專案教學人員,"102,942",100,"80,670",100,"73,472",100,無,無
110,公立,一般大學,0006,國立中興大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0007,國立陽明交通大學,專案教學人員,"135,500",100,"82,106",100,"77,736",100,"71,849",100
110,公立,一般大學,0007,國立陽明交通大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0008,國立中央大學,專案教學人員,"116,825",100,"89,245",100,"79,612",100,"70,312",100
110,公立,一般大學,0008,國立中央大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0009,國立中山大學,專案教學人員,"116,825",100,"88,217",100,"76,393",100,無,無
110,公立,一般大學,0009,國立中山大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0012,國立臺灣海洋大學,專案教學人員,無,無,無,無,"73,573",100,"72,198",100
110,公立,一般大學,0012,國立臺灣海洋大學,專業技術人員,無,無,無,無,"75,925",100,無,無
110,公立,一般大學,0013,國立中正大學,專案教學人員,"116,825",100,"87,875",100,"79,293",100,"68,014",100
110,公立,一般大學,0013,國立中正大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0014,國立高雄師範大學,專案教學人員,無,無,無,無,"78,969",100,無,無
110,公立,一般大學,0014,國立高雄師範大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0015,國立彰化師範大學,專案教學人員,無,無,"83,760",100,"74,372",100,無,無
110,公立,一般大學,0015,國立彰化師範大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0017,國立臺北大學,專案教學人員,"116,825",100,無,無,"75,411",100,"65,335",100
110,公立,一般大學,0017,國立臺北大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0018,國立嘉義大學,專案教學人員,無,無,無,無,"77,439",100,"62,937",100
110,公立,一般大學,0018,國立嘉義大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0019,國立高雄大學,專案教學人員,無,無,無,無,"77,702",100,"62,765",100
110,公立,一般大學,0019,國立高雄大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0020,國立東華大學,專案教學人員,無,無,無,無,"75,925",100,"64,467",100
110,公立,一般大學,0020,國立東華大學,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,0021,國立暨南國際大學,專案教學人員,無,無,無,無,"74,782",100,"63,280",100
110,公立,一般大學,0021,國立暨南國際大學,專業技術人員,無,無,無,無,無,無,"60,190",100
110,公立,技專校院,0022,國立臺灣科技大學,專案教學人員,"130,069",100,"90,795",100,"78,519",100,"63,609",100
110,公立,技專校院,0022,國立臺灣科技大學,專業技術人員,"180,000",100,"81,185",100,"72,335",100,無,無
110,公立,技專校院,0022,國立臺灣科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,公立,技專校院,0023,國立雲林科技大學,專案教學人員,"102,453",100,"93,961",100,"78,181",100,"65,200",100
110,公立,技專校院,0023,國立雲林科技大學,專業技術人員,無,無,無,無,"75,925",100,無,無
110,公立,技專校院,0023,國立雲林科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,公立,技專校院,0024,國立屏東科技大學,專案教學人員,無,無,"95,191",100,"79,183",100,"65,494",100
110,公立,技專校院,0024,國立屏東科技大學,專業技術人員,無,無,無,無,無,無,無,無
