學年度,設立別,學校類別,學校統計處代碼,學校名稱,學院名稱,系所代碼,系所名稱,學制班別,學籍分組,畢業總人數,畢業生修讀學術倫理教育課程人數,學位論文不公開件數,學位論文考試委員人次-符合各學位考試委員職級之教師或院士,學位論文考試委員人次-有博士學位且學術有成就,學位論文考試委員人次-屬稀少或特殊性考試委員
108,公立,一般大學,0002,國立清華大學,理學院,05399040,先進光源科技碩士學位學程,碩士班(日間),工程與系統科學組,3,3,0,6,6,0
108,公立,一般大學,0002,國立清華大學,理學院,05411043,數學系,碩士班(日間),數學組,15,15,0,48,0,0
108,公立,一般大學,0002,國立清華大學,理學院,05411043,數學系,碩士班(日間),應用數學組,12,12,0,44,1,0
108,公立,一般大學,0002,國立清華大學,理學院,05411092,應用數學系,碩士班(日間),-,2,1,0,6,0,0
108,公立,一般大學,0002,國立清華大學,理學院,05411115,計算與建模科學研究所,碩士班(日間),-,8,8,0,25,0,0
108,公立,一般大學,0002,國立清華大學,理學院,05421044,統計學研究所,碩士班(日間),-,26,26,0,87,6,1
108,公立,一般大學,0002,國立清華大學,電機資訊學院,06131053,資訊工程學系,碩士班(日間),-,145,143,0,457,15,0
108,公立,一般大學,0002,國立清華大學,電機資訊學院,06131053,資訊工程學系,博士班,-,8,1,0,49,2,0
108,公立,一般大學,0002,國立清華大學,電機資訊學院,06134046,資訊系統與應用研究所,碩士班(日間),-,37,36,0,116,1,0
108,公立,一般大學,0002,國立清華大學,電機資訊學院,06134046,資訊系統與應用研究所,博士班,-,1,0,0,6,0,0
108,公立,一般大學,0002,國立清華大學,電機資訊學院,06134048,社群網路與人智計算國際研究生博士學位學程,博士班,-,1,0,0,6,0,0
108,公立,一般大學,0002,國立清華大學,電機資訊學院,07141049,電機工程學系,碩士班(日間),-,120,118,0,401,18,1
108,公立,一般大學,0002,國立清華大學,電機資訊學院,07141049,電機工程學系,博士班,-,8,1,0,43,2,0
108,公立,一般大學,0002,國立清華大學,電機資訊學院,07141050,電子工程研究所,碩士班(日間),-,61,61,0,172,41,0
108,公立,一般大學,0002,國立清華大學,電機資訊學院,07141050,電子工程研究所,博士班,-,11,5,0,50,10,0
108,公立,一般大學,0002,國立清華大學,電機資訊學院,07141052,光電工程研究所,碩士班(日間),-,34,34,0,100,8,0
108,公立,一般大學,0002,國立清華大學,電機資訊學院,07141052,光電工程研究所,博士班,-,3,0,0,18,0,0
108,公立,一般大學,0002,國立清華大學,電機資訊學院,07141054,通訊工程研究所,碩士班(日間),-,43,42,0,141,6,0
108,公立,一般大學,0002,國立清華大學,電機資訊學院,07141054,通訊工程研究所,博士班,-,3,2,0,18,0,0
108,公立,一般大學,0002,國立清華大學,藝術學院,01141098,藝術與設計學系美勞教師碩士在職專班,碩士在職專班,-,5,5,0,15,0,0
108,公立,一般大學,0002,國立清華大學,藝術學院,02131098,藝術與設計學系,碩士班(日間),-,23,21,0,68,0,1
108,公立,一般大學,0002,國立清華大學,藝術學院,02151096,音樂學系,碩士班(日間),-,15,11,0,45,0,0
108,公立,一般大學,0002,國立清華大學,藝術學院,02151096,音樂學系音樂教師碩士在職專班,碩士在職專班,-,2,1,0,6,0,0
108,公立,一般大學,0002,國立清華大學,藝術學院,02151096,音樂學系音樂碩士在職專班,碩士在職專班,-,2,2,0,6,0,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07111076,化學工程學系,碩士班(日間),-,101,83,0,439,20,1
108,公立,一般大學,0003,國立臺灣大學,工學院,07111076,化學工程學系,博士班,-,7,0,0,41,0,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07111077,高分子科學與工程學研究所,碩士班(日間),-,18,14,0,75,10,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07111077,高分子科學與工程學研究所,博士班,-,6,0,0,49,0,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07112078,材料科學與工程學系,碩士班(日間),-,61,46,0,242,20,13
108,公立,一般大學,0003,國立臺灣大學,工學院,07112078,材料科學與工程學系,博士班,-,15,0,0,69,9,11
108,公立,一般大學,0003,國立臺灣大學,工學院,07121080,環境工程學研究所,碩士班(日間),環境科學與工程組,33,32,0,156,0,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07121080,環境工程學研究所,碩士班(日間),環境規劃與管理組,12,11,0,57,0,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07121080,環境工程學研究所,碩士在職專班,環境規劃與管理組,6,6,0,27,1,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07121080,環境工程學研究所,博士班,-,6,1,0,38,0,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07151069,機械工程學系,碩士班(日間),系統控制組,40,33,0,155,17,8
108,公立,一般大學,0003,國立臺灣大學,工學院,07151069,機械工程學系,碩士班(日間),固體力學組,41,37,0,173,8,4
108,公立,一般大學,0003,國立臺灣大學,工學院,07151069,機械工程學系,碩士班(日間),流體力學組,20,17,0,86,4,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07151069,機械工程學系,碩士班(日間),設計組,35,32,0,152,6,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07151069,機械工程學系,碩士班(日間),製造組,32,31,0,129,9,6
108,公立,一般大學,0003,國立臺灣大學,工學院,07151069,機械工程學系,碩士班(日間),熱學組,14,10,0,60,3,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07151069,機械工程學系,博士班,-,17,0,0,121,5,1
108,公立,一般大學,0003,國立臺灣大學,工學院,07151082,工程科學及海洋工程學系,碩士班(日間),-,76,61,0,397,8,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07151082,工程科學及海洋工程學系,博士班,-,4,0,0,28,2,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07191079,工業工程學研究所,碩士班(日間),-,31,24,0,116,6,3
108,公立,一般大學,0003,國立臺灣大學,工學院,07191079,工業工程學研究所,碩士在職專班,-,18,18,0,66,5,1
108,公立,一般大學,0003,國立臺灣大學,工學院,07191079,工業工程學研究所,博士班,-,2,0,0,10,2,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07193083,醫學工程學研究所,碩士班(日間),-,35,31,0,102,3,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07193083,醫學工程學研究所,博士班,-,14,0,0,69,1,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07194071,應用力學研究所,碩士班(日間),-,76,64,0,393,25,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07194071,應用力學研究所,博士班,-,3,0,0,19,2,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07313086,建築與城鄉研究所,碩士班(日間),-,12,0,0,66,0,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07313086,建築與城鄉研究所,博士班,-,4,0,0,26,0,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07321074,土木工程學系,碩士班(日間),大地工程組,22,19,0,93,0,3
108,公立,一般大學,0003,國立臺灣大學,工學院,07321074,土木工程學系,碩士班(日間),水利工程組,26,22,0,111,2,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07321074,土木工程學系,碩士班(日間),交通工程組,38,29,0,163,1,2
108,公立,一般大學,0003,國立臺灣大學,工學院,07321074,土木工程學系,碩士班(日間),測量及空間資訊組,9,8,0,39,0,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07321074,土木工程學系,碩士班(日間),結構工程組,48,36,0,205,3,1
108,公立,一般大學,0003,國立臺灣大學,工學院,07321074,土木工程學系,碩士班(日間),電腦輔助工程組,11,8,0,48,0,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07321074,土木工程學系,碩士班(日間),營建工程與管理組,25,24,0,109,0,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07321074,土木工程學系,碩士在職專班,-,15,5,0,65,0,0
108,公立,一般大學,0003,國立臺灣大學,工學院,07321074,土木工程學系,博士班,-,12,0,0,70,2,1
108,公立,一般大學,0003,國立臺灣大學,公共衛生學院,09191122,公共衛生碩士學位學程,碩士班(日間),-,41,23,0,136,6,15
108,公立,一般大學,0003,國立臺灣大學,公共衛生學院,09191126,流行病學與預防醫學研究所,碩士班(日間),-,39,39,0,195,6,2
108,公立,一般大學,0003,國立臺灣大學,公共衛生學院,09191126,流行病學與預防醫學研究所,碩士在職專班,-,3,3,0,16,0,0
108,公立,一般大學,0003,國立臺灣大學,公共衛生學院,09191126,流行病學與預防醫學研究所,博士班,-,17,0,0,107,3,1
108,公立,一般大學,0003,國立臺灣大學,公共衛生學院,09191127,健康政策與管理研究所,碩士班(日間),-,27,18,0,157,1,2
108,公立,一般大學,0003,國立臺灣大學,公共衛生學院,09191127,健康政策與管理研究所,博士班,-,13,0,0,77,0,1
108,公立,一般大學,0003,國立臺灣大學,公共衛生學院,09191127,健康政策與管理研究所高階經營碩士在職專班,碩士在職專班,-,11,10,0,160,0,3
108,公立,一般大學,0003,國立臺灣大學,公共衛生學院,09191128,健康行為與社區科學研究所,碩士班(日間),-,8,5,0,20,0,2
108,公立,一般大學,0003,國立臺灣大學,公共衛生學院,09191157,食品安全與健康研究所,碩士班(日間),-,15,12,0,43,2,0
108,公立,一般大學,0003,國立臺灣大學,公共衛生學院,09191162,環境與職業健康科學研究所,碩士班(日間),-,36,25,0,238,11,3
108,公立,一般大學,0003,國立臺灣大學,公共衛生學院,09191162,環境與職業健康科學研究所,博士班,-,6,0,0,40,2,0
108,公立,一般大學,0003,國立臺灣大學,文學院,01131001,華語教學碩士學位學程,碩士班(日間),-,8,1,0,8,25,0
108,公立,一般大學,0003,國立臺灣大學,文學院,02151002,音樂學研究所,碩士班(日間),-,9,0,0,35,0,0
108,公立,一般大學,0003,國立臺灣大學,文學院,02152003,戲劇學系,碩士班(日間),-,4,0,0,12,0,0
108,公立,一般大學,0003,國立臺灣大學,文學院,02191004,藝術史研究所,碩士班(日間),-,5,0,0,18,0,1
108,公立,一般大學,0003,國立臺灣大學,文學院,02191004,藝術史研究所,博士班,-,1,0,0,7,0,0
108,公立,一般大學,0003,國立臺灣大學,文學院,02221012,歷史學系,碩士班(日間),-,19,1,0,85,0,0
108,公立,一般大學,0003,國立臺灣大學,文學院,02221012,歷史學系,博士班,-,8,0,0,48,0,0
108,公立,一般大學,0003,國立臺灣大學,文學院,02222013,人類學系,碩士班(日間),-,10,2,0,36,0,1
108,公立,一般大學,0003,國立臺灣大學,文學院,02231014,哲學系,碩士班(日間),-,10,1,0,37,0,0
108,公立,一般大學,0003,國立臺灣大學,文學院,02231014,哲學系,博士班,-,2,0,0,12,0,0
108,公立,一般大學,0003,國立臺灣大學,文學院,02311007,外國語文學系,碩士班(日間),-,11,1,0,52,0,0
108,公立,一般大學,0003,國立臺灣大學,文學院,02311007,外國語文學系,博士班,-,1,0,0,6,0,0
108,公立,一般大學,0003,國立臺灣大學,文學院,02311009,日本語文學系,碩士班(日間),-,8,1,0,32,0,0
108,公立,一般大學,0003,國立臺灣大學,文學院,02312010,翻譯碩士學位學程,碩士班(日間),-,8,0,0,25,2,3
108,公立,一般大學,0003,國立臺灣大學,文學院,02321005,臺灣文學研究所,碩士班(日間),-,6,2,0,22,0,0
108,公立,一般大學,0003,國立臺灣大學,文學院,02321005,臺灣文學研究所,博士班,-,1,0,0,5,0,0
108,公立,一般大學,0003,國立臺灣大學,文學院,02322006,中國文學系,碩士班(日間),-,22,1,0,90,0,0
108,公立,一般大學,0003,國立臺灣大學,文學院,02322006,中國文學系,博士班,-,3,0,0,19,0,0
108,公立,一般大學,0003,國立臺灣大學,文學院,02399011,語言學研究所,碩士班(日間),-,6,2,0,20,0,0
108,公立,一般大學,0003,國立臺灣大學,文學院,02399011,語言學研究所,博士班,-,1,0,0,6,0,0
108,公立,一般大學,0003,國立臺灣大學,文學院,03222025,圖書資訊學系,碩士班(日間),-,9,4,0,39,2,0
108,公立,一般大學,0003,國立臺灣大學,牙醫專業學院,09111138,臨床牙醫學研究所,碩士班(日間),-,23,4,0,137,0,0
108,公立,一般大學,0003,國立臺灣大學,牙醫專業學院,09111138,臨床牙醫學研究所,博士班,-,1,0,0,6,0,0
108,公立,一般大學,0003,國立臺灣大學,牙醫專業學院,09111139,口腔生物科學研究所,碩士班(日間),-,6,4,0,18,0,0
108,公立,一般大學,0003,國立臺灣大學,生命科學院,05111038,生命科學系,碩士班(日間),-,23,12,0,69,0,0
108,公立,一般大學,0003,國立臺灣大學,生命科學院,05111038,生命科學系,博士班,-,5,0,0,25,0,0
108,公立,一般大學,0003,國立臺灣大學,生命科學院,05111040,植物科學研究所,碩士班(日間),-,20,11,0,114,0,0
108,公立,一般大學,0003,國立臺灣大學,生命科學院,05121045,生化科學研究所,碩士班(日間),-,19,18,0,86,1,0
108,公立,一般大學,0003,國立臺灣大學,生命科學院,05121045,生化科學研究所,博士班,-,7,0,0,49,1,0
108,公立,一般大學,0003,國立臺灣大學,生命科學院,05121046,分子與細胞生物學研究所,碩士班(日間),-,29,23,0,119,2,0
108,公立,一般大學,0003,國立臺灣大學,生命科學院,05121046,分子與細胞生物學研究所,博士班,-,1,0,0,6,0,0
108,公立,一般大學,0003,國立臺灣大學,生命科學院,05121047,基因體與系統生物學學位學程,碩士班(日間),-,5,3,0,18,0,0
108,公立,一般大學,0003,國立臺灣大學,生命科學院,05121047,基因體與系統生物學學位學程,博士班,-,12,0,0,96,0,0
108,公立,一般大學,0003,國立臺灣大學,生命科學院,05121151,生化科技學系,碩士班(日間),-,40,33,0,235,6,0
108,公立,一般大學,0003,國立臺灣大學,生命科學院,05121151,生化科技學系,博士班,-,3,0,0,20,0,0
108,公立,一般大學,0003,國立臺灣大學,生命科學院,05212043,生態學與演化生物學研究所,碩士班(日間),-,13,4,0,72,1,0
108,公立,一般大學,0003,國立臺灣大學,生命科學院,05212043,生態學與演化生物學研究所,博士班,-,3,0,0,21,0,0
108,公立,一般大學,0003,國立臺灣大學,生命科學院,08311103,漁業科學研究所,碩士班(日間),-,15,9,0,71,2,0
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,05111041,昆蟲學系,碩士班(日間),-,7,3,0,37,0,0
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,05111041,昆蟲學系,博士班,-,1,0,0,8,0,0
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,05121044,生物科技研究所,碩士班(日間),-,8,5,0,50,0,0
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,05121044,生物科技研究所,博士班,-,5,0,0,42,0,0
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,07151161,生物機電工程學系,碩士班(日間),-,41,24,0,149,7,5
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,07211099,食品科技研究所,碩士班(日間),-,39,30,0,212,14,0
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,07211099,食品科技研究所,博士班,-,7,0,0,47,3,0
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,07321075,生物環境系統工程學系,碩士班(日間),-,22,15,0,109,0,0
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,07321075,生物環境系統工程學系,博士班,-,11,0,0,89,0,0
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,08111087,農藝學系,碩士班(日間),生物統計學組,6,5,0,30,0,0
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,08111087,農藝學系,碩士班(日間),作物科學組,13,12,0,56,9,0
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,08111087,農藝學系,博士班,作物科學組,4,0,0,20,8,0
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,08112089,動物科學技術學系,碩士班(日間),-,18,18,0,83,6,1
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,08112089,動物科學技術學系,博士班,-,3,0,0,19,0,0
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,08121091,園藝暨景觀學系,碩士班(日間),景觀暨休憩組,17,10,0,85,0,0
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,08121091,園藝暨景觀學系,碩士班(日間),園產品處理與利用組,11,9,0,54,1,0
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,08121091,園藝暨景觀學系,碩士班(日間),園藝作物組,27,20,0,127,7,0
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,08121091,園藝暨景觀學系,博士班,-,1,0,0,5,1,0
108,公立,一般大學,0003,國立臺灣大學,生物資源暨農學院,08191100,農業化學系,碩士班(日間),-,23,14,0,112,0,0
