學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學制班別(日間),科目類別,必選修,每學期課程開課數,課程數-上課人數達100至199人,課程數-上課人數達200人以上
108,1,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),通識科目,必修,138,0,0
108,1,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),專業科目,選修,364,6,0
108,1,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),專業科目,必修,605,3,0
108,1,公立,技專校院,0033,國立虎尾科技大學,五專,共同科目,必修,16,0,0
108,1,公立,技專校院,0033,國立虎尾科技大學,五專,專業科目,選修,2,0,0
108,1,公立,技專校院,0033,國立虎尾科技大學,五專,專業科目,必修,13,0,0
108,2,公立,技專校院,0033,國立虎尾科技大學,二專(日間),共同科目,必修,5,0,0
108,2,公立,技專校院,0033,國立虎尾科技大學,二專(日間),專業科目,必修,5,0,0
108,2,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),共同科目,必修,291,1,0
108,2,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),通識科目,必修,109,0,0
108,2,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),專業科目,選修,437,3,0
108,2,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),專業科目,必修,519,3,0
108,2,公立,技專校院,0033,國立虎尾科技大學,五專,共同科目,必修,12,0,0
108,2,公立,技專校院,0033,國立虎尾科技大學,五專,專業科目,選修,6,0,0
108,2,公立,技專校院,0033,國立虎尾科技大學,五專,專業科目,必修,13,0,0
108,1,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),專業科目,選修,239,0,0
108,1,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),專業科目,必修,106,2,0
108,2,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),專業科目,選修,237,0,0
108,2,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),專業科目,必修,115,2,0
108,1,公立,一般大學,0036,國立臺南大學,學士班(日間),通識科目,選修,96,8,0
108,1,公立,一般大學,0036,國立臺南大學,學士班(日間),通識科目,必修,68,0,0
108,1,公立,一般大學,0036,國立臺南大學,學士班(日間),專業科目,選修,366,0,0
108,1,公立,一般大學,0036,國立臺南大學,學士班(日間),專業科目,必修,388,0,1
108,2,公立,一般大學,0036,國立臺南大學,學士班(日間),通識科目,選修,90,5,0
108,2,公立,一般大學,0036,國立臺南大學,學士班(日間),通識科目,必修,68,0,0
108,2,公立,一般大學,0036,國立臺南大學,學士班(日間),專業科目,選修,385,0,0
108,2,公立,一般大學,0036,國立臺南大學,學士班(日間),專業科目,必修,358,0,0
108,1,公立,一般大學,0037,國立臺北教育大學,學士班(日間),共同科目,選修,19,0,0
108,1,公立,一般大學,0037,國立臺北教育大學,學士班(日間),共同科目,必修,114,0,0
108,1,公立,一般大學,0037,國立臺北教育大學,學士班(日間),通識科目,選修,103,1,0
108,1,公立,一般大學,0037,國立臺北教育大學,學士班(日間),通識科目,必修,8,0,0
108,1,公立,一般大學,0037,國立臺北教育大學,學士班(日間),專業科目,選修,322,0,0
108,1,公立,一般大學,0037,國立臺北教育大學,學士班(日間),專業科目,必修,361,0,0
108,2,公立,一般大學,0037,國立臺北教育大學,學士班(日間),共同科目,選修,22,0,0
108,2,公立,一般大學,0037,國立臺北教育大學,學士班(日間),共同科目,必修,113,0,0
108,2,公立,一般大學,0037,國立臺北教育大學,學士班(日間),通識科目,選修,117,0,0
108,2,公立,一般大學,0037,國立臺北教育大學,學士班(日間),通識科目,必修,8,0,0
108,2,公立,一般大學,0037,國立臺北教育大學,學士班(日間),專業科目,選修,327,0,0
108,2,公立,一般大學,0037,國立臺北教育大學,學士班(日間),專業科目,必修,346,0,0
108,1,公立,一般大學,0039,國立臺中教育大學,學士班(日間),共同科目,選修,2,0,0
108,1,公立,一般大學,0039,國立臺中教育大學,學士班(日間),共同科目,必修,81,0,0
108,1,公立,一般大學,0039,國立臺中教育大學,學士班(日間),通識科目,選修,63,6,0
108,1,公立,一般大學,0039,國立臺中教育大學,學士班(日間),專業科目,選修,409,1,0
108,1,公立,一般大學,0039,國立臺中教育大學,學士班(日間),專業科目,必修,450,1,0
108,2,公立,一般大學,0039,國立臺中教育大學,學士班(日間),共同科目,選修,2,0,0
108,2,公立,一般大學,0039,國立臺中教育大學,學士班(日間),共同科目,必修,33,0,0
108,2,公立,一般大學,0039,國立臺中教育大學,學士班(日間),通識科目,選修,65,6,0
108,2,公立,一般大學,0039,國立臺中教育大學,學士班(日間),通識科目,必修,46,0,0
108,2,公立,一般大學,0039,國立臺中教育大學,學士班(日間),專業科目,選修,420,0,0
108,2,公立,一般大學,0039,國立臺中教育大學,學士班(日間),專業科目,必修,430,0,0
108,1,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),共同科目,選修,15,0,0
108,1,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),共同科目,必修,67,0,0
108,1,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),通識科目,選修,48,0,0
108,1,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),專業科目,選修,160,0,0
108,1,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),專業科目,必修,213,2,0
108,2,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),共同科目,選修,24,0,0
108,2,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),共同科目,必修,39,0,0
108,2,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),通識科目,選修,49,0,0
108,2,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),專業科目,選修,176,0,0
108,2,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),專業科目,必修,166,0,0
108,2,公立,技專校院,0042,國立澎湖科技大學,五專,共同科目,選修,1,0,0
108,2,公立,技專校院,0042,國立澎湖科技大學,五專,共同科目,必修,13,0,0
108,2,公立,技專校院,0042,國立澎湖科技大學,五專,專業科目,選修,2,0,0
108,2,公立,技專校院,0042,國立澎湖科技大學,五專,專業科目,必修,11,0,0
108,1,公立,技專校院,0043,國立勤益科技大學,學士班(日間),共同科目,選修,23,0,0
108,1,公立,技專校院,0043,國立勤益科技大學,學士班(日間),共同科目,必修,103,0,0
108,1,公立,技專校院,0043,國立勤益科技大學,學士班(日間),通識科目,選修,56,0,0
108,1,公立,技專校院,0043,國立勤益科技大學,學士班(日間),通識科目,必修,298,0,0
108,1,公立,技專校院,0043,國立勤益科技大學,學士班(日間),專業科目,選修,273,0,0
108,1,公立,技專校院,0043,國立勤益科技大學,學士班(日間),專業科目,必修,487,0,0
108,2,公立,技專校院,0043,國立勤益科技大學,學士班(日間),共同科目,選修,28,0,0
108,2,公立,技專校院,0043,國立勤益科技大學,學士班(日間),共同科目,必修,104,0,0
108,2,公立,技專校院,0043,國立勤益科技大學,學士班(日間),通識科目,選修,53,0,0
108,2,公立,技專校院,0043,國立勤益科技大學,學士班(日間),通識科目,必修,320,1,0
108,2,公立,技專校院,0043,國立勤益科技大學,學士班(日間),專業科目,選修,346,0,0
108,2,公立,技專校院,0043,國立勤益科技大學,學士班(日間),專業科目,必修,449,0,0
108,1,公立,一般大學,0044,國立體育大學,學士班(日間),共同科目,選修,207,1,0
108,1,公立,一般大學,0044,國立體育大學,學士班(日間),共同科目,必修,180,3,0
108,2,公立,一般大學,0044,國立體育大學,學士班(日間),共同科目,選修,177,2,0
108,2,公立,一般大學,0044,國立體育大學,學士班(日間),共同科目,必修,186,0,0
108,1,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),通識科目,選修,10,0,0
108,1,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),通識科目,必修,192,0,0
108,1,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),專業科目,選修,158,0,0
108,1,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),專業科目,必修,421,0,0
108,2,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),通識科目,選修,17,0,0
108,2,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),通識科目,必修,181,0,0
108,2,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),專業科目,選修,159,0,0
108,2,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),專業科目,必修,311,2,0
108,1,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),共同科目,必修,87,0,0
108,1,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),通識科目,必修,97,0,0
108,1,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),專業科目,選修,152,0,0
108,1,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),專業科目,必修,250,0,0
108,1,公立,技專校院,0047,國立高雄餐旅大學,五專,共同科目,必修,6,0,0
108,1,公立,技專校院,0047,國立高雄餐旅大學,五專,專業科目,選修,9,0,0
108,1,公立,技專校院,0047,國立高雄餐旅大學,五專,專業科目,必修,41,0,0
108,2,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),共同科目,必修,87,0,0
108,2,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),通識科目,必修,99,0,0
108,2,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),專業科目,選修,179,0,0
108,2,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),專業科目,必修,247,1,0
108,2,公立,技專校院,0047,國立高雄餐旅大學,五專,共同科目,必修,5,0,0
108,2,公立,技專校院,0047,國立高雄餐旅大學,五專,專業科目,選修,9,0,0
108,2,公立,技專校院,0047,國立高雄餐旅大學,五專,專業科目,必修,38,0,0
108,1,公立,一般大學,0048,國立金門大學,學士班(日間),共同科目,選修,7,0,0
108,1,公立,一般大學,0048,國立金門大學,學士班(日間),共同科目,必修,53,0,0
108,1,公立,一般大學,0048,國立金門大學,學士班(日間),通識科目,必修,117,3,0
108,1,公立,一般大學,0048,國立金門大學,學士班(日間),專業科目,選修,216,0,0
108,1,公立,一般大學,0048,國立金門大學,學士班(日間),專業科目,必修,296,0,0
108,2,公立,一般大學,0048,國立金門大學,學士班(日間),共同科目,選修,3,0,0
108,2,公立,一般大學,0048,國立金門大學,學士班(日間),共同科目,必修,77,0,0
108,2,公立,一般大學,0048,國立金門大學,學士班(日間),通識科目,必修,81,2,0
108,2,公立,一般大學,0048,國立金門大學,學士班(日間),專業科目,選修,223,0,0
108,2,公立,一般大學,0048,國立金門大學,學士班(日間),專業科目,必修,274,0,0
108,1,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),共同科目,選修,1,0,0
108,1,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),共同科目,必修,22,0,0
108,1,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),通識科目,選修,57,0,0
108,1,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),通識科目,必修,43,0,0
108,1,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),專業科目,選修,237,0,0
108,1,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),專業科目,必修,252,1,0
108,2,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),共同科目,選修,1,0,0
108,2,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),共同科目,必修,22,0,0
108,2,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),通識科目,選修,60,0,0
108,2,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),通識科目,必修,46,0,0
108,2,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),專業科目,選修,278,0,0
108,2,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),專業科目,必修,204,0,0
108,1,公立,技專校院,0050,國立臺中科技大學,學士班(日間),共同科目,選修,37,2,3
108,1,公立,技專校院,0050,國立臺中科技大學,學士班(日間),共同科目,必修,232,2,2
108,1,公立,技專校院,0050,國立臺中科技大學,學士班(日間),通識科目,選修,94,0,0
108,1,公立,技專校院,0050,國立臺中科技大學,學士班(日間),專業科目,選修,322,1,0
108,1,公立,技專校院,0050,國立臺中科技大學,學士班(日間),專業科目,必修,516,7,0
108,1,公立,技專校院,0050,國立臺中科技大學,五專,共同科目,選修,3,0,0
108,1,公立,技專校院,0050,國立臺中科技大學,五專,共同科目,必修,327,0,2
108,1,公立,技專校院,0050,國立臺中科技大學,五專,專業科目,選修,114,0,0
108,1,公立,技專校院,0050,國立臺中科技大學,五專,專業科目,必修,318,0,0
108,2,公立,技專校院,0050,國立臺中科技大學,學士班(日間),共同科目,選修,47,2,2
108,2,公立,技專校院,0050,國立臺中科技大學,學士班(日間),共同科目,必修,216,2,2
108,2,公立,技專校院,0050,國立臺中科技大學,學士班(日間),通識科目,選修,90,0,0
108,2,公立,技專校院,0050,國立臺中科技大學,學士班(日間),專業科目,選修,312,0,0
108,2,公立,技專校院,0050,國立臺中科技大學,學士班(日間),專業科目,必修,463,4,0
108,2,公立,技專校院,0050,國立臺中科技大學,五專,共同科目,選修,3,0,0
108,2,公立,技專校院,0050,國立臺中科技大學,五專,共同科目,必修,323,0,2
108,2,公立,技專校院,0050,國立臺中科技大學,五專,專業科目,選修,113,0,0
108,2,公立,技專校院,0050,國立臺中科技大學,五專,專業科目,必修,299,0,0
108,1,公立,技專校院,0051,國立臺北商業大學,學士班(日間),共同科目,選修,45,0,0
108,1,公立,技專校院,0051,國立臺北商業大學,學士班(日間),共同科目,必修,20,0,0
