,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,男,女,總計
,101,私立,一般大學,1006,中國文化大學,340401,國際貿易學系,學士班(進修),1,6,7
,101,私立,一般大學,1006,中國文化大學,340501,財務金融學系,學士班(日間),22,2,24
,101,私立,一般大學,1006,中國文化大學,340501,財務金融學系,學士班(進修),18,18,36
,101,私立,一般大學,1006,中國文化大學,349955,休閒娛樂設計學士學位學程,學士班(進修),3,13,16
,101,私立,一般大學,1006,中國文化大學,349957,媒體與數位設計學士學位學程,學士班(進修),34,34,68
,101,私立,一般大學,1006,中國文化大學,349965,時尚與創意產業品牌建構及經營管理學士學位學程,學士班(進修),8,7,15
,101,私立,一般大學,1006,中國文化大學,380101,法律學系法學組,學士班(日間),31,12,43
,101,私立,一般大學,1006,中國文化大學,380101,法律學系財經法律組,學士班(日間),14,6,20
,101,私立,一般大學,1006,中國文化大學,420103,生命科學系,學士班(日間),4,6,10
,101,私立,一般大學,1006,中國文化大學,440101,化學系,學士班(日間),12,2,14
,101,私立,一般大學,1006,中國文化大學,440203,地質學系,學士班(日間),8,2,10
,101,私立,一般大學,1006,中國文化大學,440301,物理學系,學士班(日間),11,0,11
,101,私立,一般大學,1006,中國文化大學,440401,大氣科學系,學士班(日間),9,0,9
,101,私立,一般大學,1006,中國文化大學,460102,應用數學系,學士班(日間),23,3,26
,101,私立,一般大學,1006,中國文化大學,480109,資訊管理學系,學士班(日間),14,2,16
,101,私立,一般大學,1006,中國文化大學,480109,資訊管理學系,學士班(進修),8,3,11
,101,私立,一般大學,1006,中國文化大學,520101,電機工程學系,學士班(日間),5,0,5
,101,私立,一般大學,1006,中國文化大學,520114,資訊工程學系,學士班(日間),23,2,25
,101,私立,一般大學,1006,中國文化大學,520201,機械工程學系,學士班(日間),8,0,8
,101,私立,一般大學,1006,中國文化大學,520403,化學工程與材料工程學系,學士班(日間),19,1,20
,101,私立,一般大學,1006,中國文化大學,520701,紡織工程學系,學士班(日間),8,4,12
,101,私立,一般大學,1006,中國文化大學,580108,建築及都市設計學系,學士班(日間),19,5,24
,101,私立,一般大學,1006,中國文化大學,580203,景觀學系,學士班(日間),11,6,17
,101,私立,一般大學,1006,中國文化大學,580305,市政暨環境規劃學系,學士班(日間),1,0,1
,101,私立,一般大學,1006,中國文化大學,620203,動物科學系,學士班(日間),11,4,15
,101,私立,一般大學,1006,中國文化大學,620302,園藝暨生物技術學系,學士班(日間),6,1,7
,101,私立,一般大學,1006,中國文化大學,620702,土地資源學系,學士班(日間),7,1,8
,101,私立,一般大學,1006,中國文化大學,621001,森林暨自然保育學系,學士班(日間),12,2,14
,101,私立,一般大學,1006,中國文化大學,720503,食品暨保健營養學系,學士班(日間),0,2,2
,101,私立,一般大學,1006,中國文化大學,760304,社會福利學系,學士班(日間),15,14,29
,101,私立,一般大學,1006,中國文化大學,810202,觀光事業學系,學士班(日間),17,23,40
,101,私立,一般大學,1006,中國文化大學,810308,國術學系,學士班(日間),11,1,12
,101,私立,一般大學,1006,中國文化大學,810602,生活應用科學系,學士班(日間),0,5,5
,101,私立,一般大學,1006,中國文化大學,990199,進修學士班不分系,學士班(進修),6,1,7
,101,私立,一般大學,1007,逢甲大學,220201,中國文學系,學士班(日間),8,10,18
,101,私立,一般大學,1007,逢甲大學,220301,外國語文學系,學士班(日間),4,10,14
,101,私立,一般大學,1007,逢甲大學,230403,室內與景觀設計進修學士班,學士班(進修),11,11,22
,101,私立,一般大學,1007,逢甲大學,310101,經濟學系,學士班(日間),9,2,11
,101,私立,一般大學,1007,逢甲大學,310103,合作經濟學系,學士班(日間),9,4,13
,101,私立,一般大學,1007,逢甲大學,340101,商學進修學士班,學士班(進修),17,18,35
,101,私立,一般大學,1007,逢甲大學,340201,會計學系,學士班(日間),14,11,25
,101,私立,一般大學,1007,逢甲大學,340301,企業管理學系,學士班(日間),19,4,23
,101,私立,一般大學,1007,逢甲大學,340307,國際企業管理學士學位學程(英語專班),學士班(日間),2,3,5
,101,私立,一般大學,1007,逢甲大學,340401,國際貿易學系,學士班(日間),9,9,18
,101,私立,一般大學,1007,逢甲大學,340501,財務金融學系,學士班(日間),11,5,16
,101,私立,一般大學,1007,逢甲大學,340601,風險管理與保險學系,學士班(日間),13,5,18
,101,私立,一般大學,1007,逢甲大學,340703,財稅學系,學士班(日間),5,6,11
,101,私立,一般大學,1007,逢甲大學,460102,應用數學系,學士班(日間),15,1,16
,101,私立,一般大學,1007,逢甲大學,460201,統計學系,學士班(日間),18,4,22
,101,私立,一般大學,1007,逢甲大學,520101,電機工程學系,學士班(日間),29,0,29
,101,私立,一般大學,1007,逢甲大學,520103,電子工程學系,學士班(日間),16,1,17
,101,私立,一般大學,1007,逢甲大學,520105,光電學系,學士班(日間),13,0,13
,101,私立,一般大學,1007,逢甲大學,520114,資訊工程學系,學士班(日間),57,1,58
,101,私立,一般大學,1007,逢甲大學,520126,通訊工程學系,學士班(日間),20,1,21
,101,私立,一般大學,1007,逢甲大學,520154,自動控制工程學系,學士班(日間),29,3,32
,101,私立,一般大學,1007,逢甲大學,520207,航太與系統工程學系,學士班(日間),21,0,21
,101,私立,一般大學,1007,逢甲大學,520220,機械與電腦輔助工程學系,學士班(日間),30,0,30
,101,私立,一般大學,1007,逢甲大學,520301,土木工程學系,學士班(日間),31,1,32
,101,私立,一般大學,1007,逢甲大學,520313,營建工程與不動產物業管理進修學士班,學士班(進修),11,1,12
,101,私立,一般大學,1007,逢甲大學,520401,化學工程學系,學士班(日間),20,3,23
,101,私立,一般大學,1007,逢甲大學,520502,材料科學與工程學系,學士班(日間),19,2,21
,101,私立,一般大學,1007,逢甲大學,520601,工業工程與系統管理學系,學士班(日間),13,2,15
,101,私立,一般大學,1007,逢甲大學,520704,纖維與複合材料學系,學士班(日間),23,0,23
,101,私立,一般大學,1007,逢甲大學,520903,環境工程與科學學系,學士班(日間),12,3,15
,101,私立,一般大學,1007,逢甲大學,521004,水利工程與資源保育學系,學士班(日間),12,2,14
,101,私立,一般大學,1007,逢甲大學,580101,建築學系,學士班(日間),21,9,30
,101,私立,一般大學,1007,逢甲大學,580304,土地管理學系,學士班(日間),13,4,17
,101,私立,一般大學,1007,逢甲大學,580308,都市計畫與空間資訊學系,學士班(日間),1,0,1
,101,私立,一般大學,1007,逢甲大學,580308,都市計畫與空間資訊學系空間資訊組,學士班(日間),3,3,6
,101,私立,一般大學,1007,逢甲大學,580308,都市計畫與空間資訊學系都市計畫組,學士班(日間),3,4,7
,101,私立,一般大學,1007,逢甲大學,840102,運輸科技與管理學系,學士班(日間),7,6,13
,101,私立,一般大學,1008,靜宜大學,220101,台灣文學系,學士班(日間),11,7,18
,101,私立,一般大學,1008,靜宜大學,220201,中國文學系,學士班(日間),10,18,28
,101,私立,一般大學,1008,靜宜大學,220307,英國語文學系,學士班(日間),15,32,47
,101,私立,一般大學,1008,靜宜大學,220318,西班牙語文學系,學士班(日間),6,12,18
,101,私立,一般大學,1008,靜宜大學,220320,日本語文學系,學士班(日間),21,22,43
,101,私立,一般大學,1008,靜宜大學,320101,大眾傳播學系,學士班(日間),9,4,13
,101,私立,一般大學,1008,靜宜大學,320105,資訊傳播工程學系,學士班(日間),28,7,35
,101,私立,一般大學,1008,靜宜大學,340201,會計學系,學士班(日間),7,9,16
,101,私立,一般大學,1008,靜宜大學,340301,企業管理學系,學士班(日間),19,12,31
,101,私立,一般大學,1008,靜宜大學,340303,經營管理學士班,學士班(進修),5,1,6
,101,私立,一般大學,1008,靜宜大學,340307,國際企業學系,學士班(日間),10,9,19
,101,私立,一般大學,1008,靜宜大學,340501,財務金融學系,學士班(日間),16,12,28
,101,私立,一般大學,1008,靜宜大學,380101,法律學系,學士班(日間),18,6,24
,101,私立,一般大學,1008,靜宜大學,420207,生態人文學系,學士班(日間),17,7,24
,101,私立,一般大學,1008,靜宜大學,440102,應用化學系,學士班(日間),17,3,20
,101,私立,一般大學,1008,靜宜大學,460201,統計資訊學系,學士班(日間),17,3,20
,101,私立,一般大學,1008,靜宜大學,469903,財務與計算數學系,學士班(日間),31,5,36
,101,私立,一般大學,1008,靜宜大學,480109,資訊管理學系,學士班(日間),22,5,27
,101,私立,一般大學,1008,靜宜大學,520114,資訊工程學系,學士班(日間),44,2,46
,101,私立,一般大學,1008,靜宜大學,720501,食品營養學系,學士班(日間),7,10,17
,101,私立,一般大學,1008,靜宜大學,760307,社會工作與兒童少年福利學系,學士班(日間),13,12,25
,101,私立,一般大學,1008,靜宜大學,810202,觀光事業學系,學士班(日間),13,14,27
,101,私立,一般大學,1008,靜宜大學,810803,化粧品科學系,學士班(日間),9,8,17
,101,私立,一般大學,1008,靜宜大學,810803,化粧品科學系進修學士班,學士班(進修),0,2,2
,101,私立,一般大學,1009,長庚大學,230303,工業設計(學)系產品設計組,學士班(日間),10,4,14
,101,私立,一般大學,1009,長庚大學,230303,工業設計(學)系媒體與傳達設計組,學士班(日間),5,9,14
,101,私立,一般大學,1009,長庚大學,340302,工商管理學系,學士班(日間),8,1,9
,101,私立,一般大學,1009,長庚大學,340901,醫務管理(技術)學系,學士班(日間),0,1,1
,101,私立,一般大學,1009,長庚大學,420503,生物醫學系,學士班(日間),5,3,8
,101,私立,一般大學,1009,長庚大學,480109,資訊管理(學)系,學士班(日間),5,1,6
,101,私立,一般大學,1009,長庚大學,520101,電機工程(學)系系統與晶片設計組,學士班(日間),7,0,7
,101,私立,一般大學,1009,長庚大學,520101,電機工程(學)系通訊組,學士班(日間),5,1,6
,101,私立,一般大學,1009,長庚大學,520103,電子工程(學)系,學士班(日間),9,1,10
,101,私立,一般大學,1009,長庚大學,520114,資訊工程(學)系,學士班(日間),17,1,18
,101,私立,一般大學,1009,長庚大學,520201,機械工程(學)系,學士班(日間),2,0,2
,101,私立,一般大學,1009,長庚大學,520403,化工與材料工程學系,學士班(日間),3,1,4
,101,私立,一般大學,1009,長庚大學,720101,醫學系,學士班(日間),4,1,5
,101,私立,一般大學,1009,長庚大學,720104,中醫學系,學士班(日間),35,15,50
,101,私立,一般大學,1009,長庚大學,720401,物理治療學系,學士班(日間),2,6,8
,101,私立,一般大學,1009,長庚大學,720402,職能治療學系,學士班(日間),4,5,9
,101,私立,一般大學,1009,長庚大學,720601,護理學系,學士班(日間),0,5,5
,101,私立,一般大學,1009,長庚大學,720613,呼吸治療學系,學士班(日間),3,1,4
,101,私立,一般大學,1009,長庚大學,720705,醫學生物技術暨檢驗學系,學士班(日間),3,1,4
,101,私立,一般大學,1009,長庚大學,720712,醫學影像暨放射科學系,學士班(日間),0,1,1
,101,私立,一般大學,1010,元智大學,520218,製造工程與管理技術系學士班,學士班(進修),1,0,1
,101,私立,一般大學,1010,元智大學,850101,資源與環境科學技術系學士班,學士班(進修),1,0,1
,101,私立,一般大學,1011,中華大學,220301,外國語文學系,學士班(日間),16,20,36
,101,私立,一般大學,1011,中華大學,310804,行政管理學系,學士班(日間),7,0,7
,101,私立,一般大學,1011,中華大學,340301,企業管理學系,學士班(日間),10,2,12
,101,私立,一般大學,1011,中華大學,340301,企業管理學系,學士班(進修),0,1,1
,101,私立,一般大學,1011,中華大學,340307,國際企業學系,學士班(日間),9,5,14
,101,私立,一般大學,1011,中華大學,340504,財務管理學系,學士班(日間),8,0,8
,101,私立,一般大學,1011,中華大學,349901,科技管理學系,學士班(日間),5,3,8
,101,私立,一般大學,1011,中華大學,349906,工業管理學系,學士班(日間),21,7,28
,101,私立,一般大學,1011,中華大學,349906,工業管理學系,學士班(進修),4,1,5
,101,私立,一般大學,1011,中華大學,349927,營建管理學系,學士班(日間),9,3,12
,101,私立,一般大學,1011,中華大學,420610,生物資訊學系,學士班(日間),11,1,12
,101,私立,一般大學,1011,中華大學,460203,應用統計學系,學士班(日間),8,0,8
,101,私立,一般大學,1011,中華大學,480109,資訊管理學系,學士班(日間),13,7,20
,101,私立,一般大學,1011,中華大學,520101,電機工程學系,學士班(日間),37,0,37
,101,私立,一般大學,1011,中華大學,520103,電子工程學系,學士班(日間),32,2,34
,101,私立,一般大學,1011,中華大學,520114,資訊工程學系,學士班(日間),41,2,43
,101,私立,一般大學,1011,中華大學,520120,資訊學士學位學程,學士班(日間),4,0,4
,101,私立,一般大學,1011,中華大學,520126,通訊工程學系,學士班(日間),9,1,10
,101,私立,一般大學,1011,中華大學,520201,機械工程學系,學士班(日間),40,1,41
,101,私立,一般大學,1011,中華大學,520231,光機電與材料學士學位學程,學士班(日間),8,1,9
,101,私立,一般大學,1011,中華大學,520301,土木工程學系,學士班(日間),26,0,26
,101,私立,一般大學,1011,中華大學,580109,建築與都市計畫學系,學士班(日間),16,11,27
